
---------- Begin Simulation Statistics ----------
simSeconds                                   0.155962                       # Number of seconds simulated (Second)
simTicks                                 155961626100                       # Number of ticks simulated (Tick)
finalTick                                155961626100                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1684.89                       # Real time elapsed on the host (Second)
hostTickRate                                 92565015                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8696980                       # Number of bytes of host memory used (Byte)
simInsts                                    314287536                       # Number of instructions simulated (Count)
simOps                                      402599134                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   186533                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     238947                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        327650476                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.042038                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.959658                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       427843199                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9836                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      424185658                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  61666                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             25253900                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16690567                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2241                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           320093825                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.325192                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.292095                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 116428612     36.37%     36.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  64133204     20.04%     56.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85175492     26.61%     83.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  34137287     10.66%     93.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  15007183      4.69%     98.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4339834      1.36%     99.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    632041      0.20%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    151915      0.05%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     88257      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             320093825                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 4434915     27.02%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  69387      0.42%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     601      0.00%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   243      0.00%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     27.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     27.45% # attempts to use FU when none available (Count)
