
---------- Begin Simulation Statistics ----------
simSeconds                                   0.143859                       # Number of seconds simulated (Second)
simTicks                                 143858783936                       # Number of ticks simulated (Tick)
finalTick                                143858783936                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1457.78                       # Real time elapsed on the host (Second)
hostTickRate                                 98683325                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8700180                       # Number of bytes of host memory used (Byte)
simInsts                                    314287477                       # Number of instructions simulated (Count)
simOps                                      402599072                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   215593                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     276172                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        302224337                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.961175                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.040393                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       426875708                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9847                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      423236163                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  57896                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             24286482                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16623819                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2252                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           295689377                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.431354                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.307852                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  96828958     32.75%     32.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  57590100     19.48%     52.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  86342267     29.20%     81.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  33572836     11.35%     92.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  15779889      5.34%     98.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4676845      1.58%     99.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    641657      0.22%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    165302      0.06%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     91523      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             295689377                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 4363189     26.60%     26.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  68049      0.41%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     569      0.00%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   247      0.00%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     27.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     27.02% # attempts to use FU when none available (Count)
