
---------- Begin Simulation Statistics ----------
simSeconds                                   0.138481                       # Number of seconds simulated (Second)
simTicks                                 138481236768                       # Number of ticks simulated (Tick)
finalTick                                138481236768                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1240.08                       # Real time elapsed on the host (Second)
hostTickRate                                111670856                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8601696                       # Number of bytes of host memory used (Byte)
simInsts                                    238353208                       # Number of instructions simulated (Count)
simOps                                      241295883                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   192207                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     194580                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        290926969                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.219919                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.819727                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252781957                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      500                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254355484                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  12038                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11486573                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12310278                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 135                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           290395944                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.875892                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.024847                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 128493017     44.25%     44.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100014323     34.44%     78.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41091529     14.15%     92.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14127946      4.87%     97.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4279602      1.47%     99.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1795658      0.62%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    495222      0.17%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     82941      0.03%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     15706      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             290395944                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  317438     25.94%     25.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11762      0.96%     26.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      79      0.01%     26.91% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 87024      7.11%     34.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                477376     39.01%     73.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 46886      3.83%     76.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               163725     13.38%     90.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             85143      6.96%     97.21% # attempts to use FU when none available (Count)
