
---------- Begin Simulation Statistics ----------
simSeconds                                   0.138586                       # Number of seconds simulated (Second)
simTicks                                 138585743044                       # Number of ticks simulated (Tick)
finalTick                                138585743044                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1203.43                       # Real time elapsed on the host (Second)
hostTickRate                                115159000                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8601696                       # Number of bytes of host memory used (Byte)
simInsts                                    238353208                       # Number of instructions simulated (Count)
simOps                                      241295883                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   198062                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     200507                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        291146520                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.220839                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.819109                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252782126                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      505                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254362185                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  11976                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11486747                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12308357                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 140                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           290621871                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.875234                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.023411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 128599244     44.25%     44.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100127993     34.45%     78.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41133930     14.15%     92.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14137473      4.86%     97.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4240346      1.46%     99.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1810592      0.62%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    479456      0.16%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     79863      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     12974      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             290621871                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  316268     25.78%     25.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11872      0.97%     26.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      99      0.01%     26.75% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 87020      7.09%     33.84% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                480193     39.14%     72.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 47300      3.85%     76.83% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               165101     13.46%     90.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             85062      6.93%     97.22% # attempts to use FU when none available (Count)
