
---------- Begin Simulation Statistics ----------
simSeconds                                   0.138291                       # Number of seconds simulated (Second)
simTicks                                 138291349896                       # Number of ticks simulated (Tick)
finalTick                                138291349896                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1284.06                       # Real time elapsed on the host (Second)
hostTickRate                                107698228                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8601696                       # Number of bytes of host memory used (Byte)
simInsts                                    238353208                       # Number of instructions simulated (Count)
simOps                                      241295883                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185624                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     187916                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        290528047                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.218246                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.820852                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252774885                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      489                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254350283                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  12146                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11479490                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12299464                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 124                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           289959745                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.877192                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.024661                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 128040326     44.16%     44.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100049716     34.50%     78.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41045289     14.16%     92.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14154093      4.88%     97.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4284087      1.48%     99.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1816530      0.63%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    473924      0.16%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     81072      0.03%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     14708      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             289959745                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  316620     25.85%     25.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11979      0.98%     26.83% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     101      0.01%     26.84% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 87161      7.12%     33.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                479713     39.17%     73.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 47139      3.85%     76.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               162811     13.29%     90.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             85162      6.95%     97.22% # attempts to use FU when none available (Count)
