
---------- Begin Simulation Statistics ----------
simSeconds                                   0.112900                       # Number of seconds simulated (Second)
simTicks                                 112899871980                       # Number of ticks simulated (Tick)
finalTick                                112899871980                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1215.25                       # Real time elapsed on the host (Second)
hostTickRate                                 92902283                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8645680                       # Number of bytes of host memory used (Byte)
simInsts                                    261123620                       # Number of instructions simulated (Count)
simOps                                      312340967                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   214872                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     257017                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        237184606                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.907518                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.101907                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335284871                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177795                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331905525                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  69080                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23121698                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          18973639                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1653                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           232902621                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.425083                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.342661                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  77583555     33.31%     33.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  52776619     22.66%     55.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51450188     22.09%     78.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  33858560     14.54%     92.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12470222      5.35%     97.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3985081      1.71%     99.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    646170      0.28%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     88271      0.04%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     43955      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             232902621                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6535775     51.54%     51.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 337025      2.66%     54.20% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   14193      0.11%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  870      0.01%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     54.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                2022574     15.95%     70.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc             1008254      7.95%     78.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 731982      5.77%     83.99% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 266317      2.10%     86.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     86.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                955828      7.54%     93.62% # attempts to use FU when none available (Count)
