
---------- Begin Simulation Statistics ----------
simSeconds                                   0.137630                       # Number of seconds simulated (Second)
simTicks                                 137629707516                       # Number of ticks simulated (Tick)
finalTick                                137629707516                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1182.34                       # Real time elapsed on the host (Second)
hostTickRate                                116404713                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8602724                       # Number of bytes of host memory used (Byte)
simInsts                                    238353232                       # Number of instructions simulated (Count)
simOps                                      241295908                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   201595                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     204084                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        289138042                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.212417                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.824798                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252673350                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      490                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254225672                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  12286                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11377931                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12233581                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 125                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           288552689                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.881037                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.025013                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 126662000     43.90%     43.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100020138     34.66%     78.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41160980     14.26%     92.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14034793      4.86%     97.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4292188      1.49%     99.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1797310      0.62%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    491620      0.17%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     75107      0.03%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     18553      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             288552689                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  308914     25.45%     25.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11307      0.93%     26.38% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     104      0.01%     26.39% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 87788      7.23%     33.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                481628     39.67%     73.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 47226      3.89%     77.18% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               155859     12.84%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             86889      7.16%     97.18% # attempts to use FU when none available (Count)
