
---------- Begin Simulation Statistics ----------
simSeconds                                   0.137266                       # Number of seconds simulated (Second)
simTicks                                 137266069220                       # Number of ticks simulated (Tick)
finalTick                                137266069220                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1230.13                       # Real time elapsed on the host (Second)
hostTickRate                                111586880                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8603748                       # Number of bytes of host memory used (Byte)
simInsts                                    238353232                       # Number of instructions simulated (Count)
simOps                                      241295908                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   193763                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     196155                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        288374096                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.209214                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.826983                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252681258                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      497                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254216655                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  12174                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11385846                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12248505                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 132                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           287893027                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.883025                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.025995                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 126091206     43.80%     43.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  99903540     34.70%     78.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41162299     14.30%     92.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14064428      4.89%     97.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4267611      1.48%     99.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1813169      0.63%     99.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    495129      0.17%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     76990      0.03%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     18655      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             287893027                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  307618     25.33%     25.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11474      0.94%     26.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      80      0.01%     26.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 88154      7.26%     33.54% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                481962     39.69%     73.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 47234      3.89%     77.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               154962     12.76%     89.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             88320      7.27%     97.15% # attempts to use FU when none available (Count)
