
---------- Begin Simulation Statistics ----------
simSeconds                                   0.109868                       # Number of seconds simulated (Second)
simTicks                                 109867674868                       # Number of ticks simulated (Tick)
finalTick                                109867674868                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1231.05                       # Real time elapsed on the host (Second)
hostTickRate                                 89247364                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8647860                       # Number of bytes of host memory used (Byte)
simInsts                                    261123647                       # Number of instructions simulated (Count)
simOps                                      312340995                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   212115                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     253720                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        230814444                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.883144                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.132318                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335187871                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177822                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331799968                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  68552                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23024697                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          18944882                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1680                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           229284233                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.447112                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.342834                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  74190386     32.36%     32.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  52518164     22.91%     55.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51457875     22.44%     77.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  33917426     14.79%     92.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12411661      5.41%     97.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3936435      1.72%     99.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    723815      0.32%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     85701      0.04%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     42770      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             229284233                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6538124     51.42%     51.42% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 334359      2.63%     54.05% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   14285      0.11%     54.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     54.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     54.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     54.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     54.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     54.17% # attempts to use FU when none available (Count)
