
---------- Begin Simulation Statistics ----------
simSeconds                                   0.137504                       # Number of seconds simulated (Second)
simTicks                                 137504131576                       # Number of ticks simulated (Tick)
finalTick                                137504131576                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1208.63                       # Real time elapsed on the host (Second)
hostTickRate                                113768487                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8602720                       # Number of bytes of host memory used (Byte)
simInsts                                    238353208                       # Number of instructions simulated (Count)
simOps                                      241295883                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   197209                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     199644                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        288874227                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.211311                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.825552                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252679180                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      495                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      254221880                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  12266                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11383791                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12220561                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 130                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           288338904                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.881677                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.024953                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 126370529     43.83%     43.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100131477     34.73%     78.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41215214     14.29%     92.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  13945970      4.84%     97.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4255908      1.48%     99.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1834230      0.64%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    488174      0.17%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     80977      0.03%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     16425      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             288338904                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  305914     25.35%     25.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  10469      0.87%     26.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      79      0.01%     26.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 87609      7.26%     33.48% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                480415     39.81%     73.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 47054      3.90%     77.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               154208     12.78%     89.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             86934      7.20%     97.17% # attempts to use FU when none available (Count)
